doi,title,authors
10.1103/physrevb.78.132504,"Lattice and magnetic structures of PrFeAsO,PrFeAsO0.85F0.15, andPrFeAsO0.85","Jun Zhao, Q Huang, Clarina De La Cruz, J W Lynn, M D Lumsden, Z A Ren, Jie Yang, Xiaolin Shen, Xiaoli Dong, Zhongxian Zhao, Pengcheng Dai"
10.1103/physrevb.78.132506,Superconductivity above 50 K inTb1−xThxFeAsO,"Lin-Jun Li, Yu-Ke Li, Zhi Ren, Yong-Kang Luo, Xiao Lin, Mi He, Qian Tao, Zeng-Wei Zhu, Guang-Han Cao, Zhu-An Xu"
10.1103/physrevb.78.132509,Temperature dependence and resonance effects in Raman scattering of phonons inNdFeAsOxF1−xsingle crystals,"Y Gallais, A Sacuto, M Cazayous, P Cheng, L Fang, H H Wen"
10.1103/physrevb.78.132511,"Density functional study ofBaNi2As2: Electronic structure, phonons, and electron-phonon superconductivity","Alaska Subedi, David J Singh"
10.1103/physrevb.78.134504,Effect of electron-phonon coupling on the superconducting transition temperature in dodecaboride superconductors: A comparison ofLuB12withZrB12,"J Teyssier, R Lortz, A Petrovic, D Van Der Marel, V Filippov, N Shitsevalova"
10.1103/physrevb.78.134508,Hall effect and magnetoresistance in single crystals ofNdFeAsO1−xFx(x=0and 0.18),"Peng Cheng, Huan Yang, Ying Jia, Lei Fang, Xiyu Zhu, Gang Mu, Hai-Hu Wen"
10.1103/physrevb.78.134514,"Density functional study of FeS, FeSe, and FeTe: Electronic structure, magnetism, phonons, and superconductivity","Alaska Subedi, Lijun Zhang, D J Singh, M H Du"
10.1103/physrevb.78.134522,Multiple bosonic mode coupling in the charge dynamics of the electron-doped superconductor(Pr2−xCex)CuO4,"E Schachinger, C C Homes, R P S M Lobo, J P Carbotte"
10.1103/physrevb.78.134523,Possible pairing states of the Fe-based superconductors,"Yunkyu Bang, Han-Yong Choi"
10.1103/physrevb.78.134526,Fermi-surface-induced lattice modulation and charge-density wave in optimally dopedYBa2Cu3O7−x,"Xuerong Liu, Zahirul Islam, Sunil K Sinha, Simon C Moss, Robert J Mcqueeney, Jonathan C Lang, Ulrich Welp"
10.1103/physrevb.78.140501,"Upper critical field, anisotropy, and superconducting properties ofBa1−xKxFe2As2single crystals","Zhao-Sheng Wang, Hui-Qian Luo, Cong Ren, Hai-Hu Wen"
10.1103/physrevb.78.140503,Magnetic ordering and negative thermal expansion in PrFeAsO,"S A J Kimber, D N Argyriou, F Yokaichiya, K Habicht, S Gerischer, T Hansen, T Chatterji, R Klingeler, C Hess, G Behr, A Kondrat, B Büchner"
10.1103/physrevb.78.140505,Phonon density of states inNdFeAsO1−xFx,"M Le Tacon, M Krisch, A Bosak, J.-W G Bos, S Margadonna"
10.1103/physrevb.78.144507,Flux-lattice melting inLaFeAsO1−xFx: First-principles prediction,"Jian-Ping Lv, Qing-Hu Chen"
10.1103/physrevb.78.144513,Unexpectedly wide reversible vortex region inβ-pyrochloreRbOs2O6: Bulk magnetization measurements,"Pierre Legendre, Yanina Fasano, Ivan Maggio-Aprile, Øystein Fischer, Zbigniew Bukowski, Sergiy Katrych, Janusz Karpinski"
10.1103/physrevb.78.144516,Electronic structure of superconducting copper intercalated transition metal dichalcogenides: First-principles calculations,"R A Jishi, H M Alyahyaei"
10.1103/physrevb.78.144517,Spin-tripletp-wave pairing in a three-orbital model for iron pnictide superconductors,"Patrick A Lee, Xiao-Gang Wen"
10.1103/physrevb.78.172508,Mechanism of phase transitions and electronic density of states inLaFeAsO1−xFxandSmFeAsO1−xFxfromab initiodensity functional calculations,"Peter V Sushko, Alexander L Shluger, Masahiro Hirano, Hideo Hosono"
10.1103/physrevb.78.174502,Magnetism driven by anion vacancies in superconductingα-FeSe1−x,"K-W Lee, V Pardo, W E Pickett"
10.1103/physrevb.78.174520,Possible superconductivity in Fe-Sb based materials: Density functional study of LiFeSb,"Lijun Zhang, Alaska Subedi, D J Singh, M H Du"
10.1103/physrevb.78.174523,Upper critical fields and thermally-activated transport ofNdFeAsO0.7F0.3single crystal,"J Jaroszynski, F Hunte, L Balicas, Youn-Jung Jo, I Raičević, A Gurevich, D C Larbalestier, F F Balakirev, L Fang, P Cheng, Y Jia, H H Wen"
10.1103/physrevb.78.180503,SrFeAsF as a parent compound for iron pnictide superconductors,"Fei Han, Xiyu Zhu, Gang Mu, Peng Cheng, Hai-Hu Wen"
10.1103/physrevb.78.180506,Valence-band and core-level photoemission spectroscopy ofLaFeAsO1−xFx,"A Koitzsch, D Inosov, J Fink, M Knupfer, H Eschrig, S V Borisenko, G Behr, A Köhler, J Werner, B Büchner, R Follath, H A Dürr"
10.1103/physrevb.78.180508,"Pressure-induced shift ofTcinKxSr1−xFe2As2(x=0.2,0.4,0.7): Analogy to the high-Tccuprate superconductors","Melissa Gooch, Bing Lv, Bernd Lorenz, Arnold M Guloy, Ching-Wu Chu"
10.1103/physrevb.78.184501,Superconductivity and antiferromagnetic ordering in the high-field paramagnetic oxypnictideNdFeAsO0.94F0.06,"Chiara Tarantini, Alex Gurevich, David C Larbalestier, Zhi-An Ren, Xiao-Li Dong, Wei Lu, Zhong-Xian Zhao"
10.1103/physrevb.78.184506,Ni-based superconductor: Heusler compoundZrNi2Ga,"Jürgen Winterlik, Gerhard H Fecher, Claudia Felser, Martin Jourdan, Kai Grube, Frédéric Hardy, Hilbert Von Löhneysen, K L Holman, R J Cava"
10.1103/physrevb.78.184514,Fermi surface and band renormalization ofSr1−xKxFe2As2from angle-resolved photoemission spectroscopy,"Haiyun Liu, Wentao Zhang, Lin Zhao, Xiaowen Jia, Jianqiao Meng, Guodong Liu, Xiaoli Dong, G F Chen, J L Luo, N L Wang, Wei Lu, Guiling Wang, Yong Zhou, Yong Zhu, Xiaoyang Wang, Zuyan Xu, Chuangtian Chen, X J Zhou"
10.1103/physrevb.78.184516,Effect of pressure on the magnetostructural transition inSrFe2As2,"M Kumar, M Nicklas, A Jesche, N Caroca-Canales, M Schmitt, M Hanfland, D Kasinathan, U Schwarz, H Rosner, C Geibel"
10.1103/physrevb.78.184518,Low-energy magnetic response of the noncentrosymmetric heavy-fermion superconductorCePt3Sistudied via inelastic neutron scattering,"B Fåk, S Raymond, D Braithwaite, G Lapertot, J-M Mignot"
10.1103/physrevb.78.212501,Characteristic muon precession and relaxation signals in FeAs andFeAs2: Possible impurity phases in pnictide superconductors,"P J Baker, H J Lewtas, S J Blundell, T Lancaster, F L Pratt, D R Parker, M J Pitcher, S J Clarke"
10.1103/physrevb.78.212502,Columnar magnetic structure coupled with orthorhombic distortion in the antiferromagnetic iron arsenideSrFe2As2,"K Kaneko, A Hoser, N Caroca-Canales, A Jesche, C Krellner, O Stockert, C Geibel"
10.1103/physrevb.78.212507,Enhanced spin-density wave in LaFeSbO from first principles,"Chang-Youn Moon, Se Young Park, Hyoung Joon Choi"
10.1103/physrevb.78.212509,MicroscopicA75sNMR study of the effect of impurities on the first-order spin-density-wave transition inBaFe2As2,"S-H Baek, T Klimczuk, F Ronning, E D Bauer, J D Thompson, N J Curro"
10.1103/physrevb.78.214503,"Muon-spin-relaxation studies of magnetic order and superfluid density in antiferromagnetic NdFeAsO,BaFe2As2, and superconductingBa1−xKxFe2As2","A A Aczel, E Baggio-Saitovitch, S L Budko, P C Canfield, J P Carlo, G F Chen, Pengcheng Dai, T Goko, W Z Hu, G M Luke, J L Luo, N Ni, D R Sanchez-Candela, F F Tafti, N L Wang, T J Williams, W Yu, Y J Uemura"
10.1103/physrevb.78.214507,Spin susceptibility of underdoped cuprate superconductors: Insights from a stripe-ordered crystal,"M Hücker, G D Gu, J M Tranquada"
10.1103/physrevb.78.214508,Superfluid density near the critical temperature in the presence of random planar defects,"D Dalidovich, A J Berlinsky, C Kallin"
10.1103/physrevb.78.214513,Low-temperature lattice structure anomaly in theLaFeAsO0.93F0.07superconductor by x-ray absorption spectroscopy: Evidence for a strong electron-phonon interaction,"C J Zhang, H Oyanagi, Z H Sun, Y Kamihara, H Hosono"
10.1103/physrevb.78.214515,Effects of Co substitution on thermodynamic and transport properties and anisotropicHc2inBa(Fe1−xCox)2As2single crystals,"N Ni, M E Tillman, J-Q Yan, A Kracher, S T Hannahs, S L Bud’ko, P C Canfield"
10.1103/physrevb.78.220502,Electronic structure ofLaFeAsO1−xFxfrom x-ray absorption spectroscopy,"T Kroll, S Bonhommeau, T Kachel, H A Dürr, J Werner, G Behr, A Koitzsch, R Hübel, S Leger, R Schönfelder, A K Ariffin, R Manzke, F M F De Groot, J Fink, H Eschrig, B Büchner, M Knupfer"
10.1103/physrevb.78.220506,Two superconducting gaps inLaFeAsO0.92F0.08revealed byA75snuclear quadrupole resonance,"S Kawasaki, K Shimada, G F Chen, J L Luo, N L Wang, Guo-Qing Zheng"
10.1103/physrevb.78.220510,Evidence of nodeless superconductivity inFeSe0.85from a muon-spin-rotation study of the in-plane magnetic penetration depth,"R Khasanov, K Conder, E Pomjakushina, A Amato, C Baines, Z Bukowski, J Karpinski, S Katrych, H-H Klauss, H Luetkens, A Shengelaya, N D Zhigadlo"
10.1103/physrevb.78.224503,Superconductivity close to magnetic instability inFe(Se1−xTex)0.82,"M H Fang, H M Pham, B Qian, T J Liu, E K Vehstedt, Y Liu, L Spinu, Z Q Mao"
10.1103/physrevb.78.224517,Arsenic-bridged antiferromagnetic superexchange interactions in LaFeAsO,"Fengjie Ma, Zhong-Yi Lu, Tao Xiang"
10.1103/physrevb.78.245119,Core-level and valence-band study using angle-integrated photoemission onLaFeAsO0.9F0.1,"D R Garcia, C Jozwiak, C G Hwang, A Fedorov, S M Hanrahan, S D Wilson, C R Rotundu, B K Freelon, R J Birgeneau, E Bourret-Courchesne, A Lanzara"
10.1103/physrevb.79.012503,Evidence for two-gap superconductivity inBa0.55K0.45Fe2As2from directional point-contact Andreev-reflection spectroscopy,"P Szabó, Z Pribulová, G Pristáš, S L Bud’ko, P C Canfield, P Samuely"
10.1103/physrevb.79.012504,"Anisotropic magnetic and superconducting properties ofCaFe2−xCoxAs2(x=0,0.06)single crystals","Neeraj Kumar, R Nagalakshmi, R Kulkarni, P L Paulose, A K Nigam, S K Dhar, A Thamizhavel"
10.1103/physrevb.79.014503,Crystal structure and phase transitions across the metal-superconductor boundary in theSmFeAsO1−xFx(0≤x≤0.20)family,"Serena Margadonna, Yasuhiro Takabayashi, Martin T Mcdonald, Michela Brunelli, G Wu, R H Liu, X H Chen, Kosmas Prassides"
10.1103/physrevb.79.014505,Nodal spin density wave and band topology of the FeAs-based materials,"Ying Ran, Fa Wang, Hui Zhai, Ashvin Vishwanath, Dung-Hai Lee"
10.1103/physrevb.79.014508,Constraints on the possible pairing symmetry of iron arsenide superconductors in a two-orbital model,"Wen-Long You, Shi-Jian Gu, Guang-Shan Tian, Hai-Qing Lin"
10.1103/physrevb.79.014512,Phase diagram of vortices in high-Tcsuperconductors with a melting line in the deepHc2region,"Jürgen Dietel, Hagen Kleinert"
10.1103/physrevb.79.014514,"Vortex-glass phase transition and superconductivity in an underdoped(Ba,K)Fe2As2single crystal","Hyeong-Jin Kim, Yong Liu, Yoon Seok Oh, Seunghyun Khim, Ingyu Kim, G R Stewart, Kee Hoon Kim"
10.1103/physrevb.79.014519,Neutron scattering measurements of the phonon density of states ofFeSe1−xsuperconductors,"D Phelan, J N Millican, E L Thomas, J B Leão, Y Qiu, R Paul"
10.1103/physrevb.79.020505,"Bogoliubov angle, particle-hole mixture, and angle-resolved photoemission spectroscopy in superconductors","Alexander V Balatsky, W S Lee, Z X Shen"
10.1103/physrevb.79.020508,Upper and lower critical magnetic fields of superconductingNdFeAsO1−xFxsingle crystals studied by Hall-probe magnetization and specific heat,"Z Pribulova, T Klein, J Kacmarcik, C Marcenat, M Konczykowski, S L Bud’ko, M Tillman, P C Canfield"
10.1103/physrevb.79.020509,Enhancement of quasiparticle recombination in Ta and Al superconductors by implantation of magnetic and nonmagnetic atoms,"R Barends, S Van Vliet, J J A Baselmans, S J C Yates, J R Gao, T M Klapwijk"
10.1103/physrevb.79.020510,Spin-orbit scattering and quantum metallicity in ultrathin Be films,"Y M Xiong, A B Karki, D P Young, P W Adams"
10.1103/physrevb.79.024509,Effect of external pressure on the Fe magnetic moment in undoped LaFeAsO from density functional theory: Proximity to a magnetic instability,"I Opahle, H C Kandpal, Y Zhang, C Gros, R Valentí"
10.1103/physrevb.79.024514,Monotonicd-wave superconducting gap of the optimally dopedBi2Sr1.6La0.4CuO6superconductor by laser-based angle-resolved photoemission spectroscopy,"Jianqiao Meng, Wentao Zhang, Guodong Liu, Lin Zhao, Haiyun Liu, Xiaowen Jia, Wei Lu, Xiaoli Dong, Guiling Wang, Hongbo Zhang, Yong Zhou, Yong Zhu, Xiaoyang Wang, Zhongxian Zhao, Zuyan Xu, Chuangtian Chen, X J Zhou"
10.1103/physrevb.79.024516,Sr3Sc2Fe2As2O5as a possible parent compound for FeAs-based superconductors,"Xiyu Zhu, Fei Han, Gang Mu, Bin Zeng, Peng Cheng, Bing Shen, Hai-Hu Wen"
10.1103/physrevb.79.024520,Enhanced superconducting pairing interaction in indium-doped tin telluride,"A S Erickson, J-H Chu, M F Toney, T H Geballe, I R Fisher"
10.1103/physrevb.79.052501,Theory of reduced singlet pairing without the underlying state of charge stripes in the high-temperature superconductorYBa2Cu3O6.45,Hiroyuki Yamase
10.1103/physrevb.79.052507,Doping and temperature dependence of Raman scattering fromNdFeAsO1−xFx(x=0–0.2)superconductor,"L Zhang, T Fujita, F Chen, D L Feng, S Maekawa, Mingwei W Chen"
10.1103/physrevb.79.052508,"Enhanced superfluid stiffness, lowered superconducting transition temperature, and field-induced magnetic state of the pnictide superconductor LiFeAs","F L Pratt, P J Baker, S J Blundell, T Lancaster, H J Lewtas, P Adamson, M J Pitcher, D R Parker, S J Clarke"
10.1103/physrevb.79.054503,First-order magnetic and structural phase transitions inFe1+ySexTe1−x,"Shiliang Li, Clarina De La Cruz, Q Huang, Y Chen, J W Lynn, Jiangping Hu, Yi-Lin Huang, Fong-Chi Hsu, Kuo-Wei Yeh, Maw-Kuen Wu, Pengcheng Dai"
10.1103/physrevb.79.054504,Spin-orbital frustrations and anomalous metallic state in iron-pnictide superconductors,"Frank Krüger, Sanjeev Kumar, Jan Zaanen, Jeroen Van Den Brink"
10.1103/physrevb.79.054506,Two-dimensional frustrated magnetic state in superconductingRuSr2Eu1.5Ce0.5Cu2O10,"S Garcia, L Ghivelder, I Felner"
10.1103/physrevb.79.054517,Momentum dependence of the superconducting gap inBa1−xKxFe2As2,"D V Evtushinsky, D S Inosov, V B Zabolotnyy, A Koitzsch, M Knupfer, B Büchner, M S Viazovska, G L Sun, V Hinkov, A V Boris, C T Lin, B Keimer, A Varykhalov, A A Kordyuk, S V Borisenko"
10.1103/physrevb.79.054519,Probing theYb3+spin relaxation inY0.98Yb0.02Ba2Cu3Oxby electron paramagnetic resonance,"A Maisuradze, A Shengelaya, B I Kochelaev, E Pomjakushina, K Conder, H Keller, K A Müller"
10.1103/physrevb.79.054526,Anisotropic itinerant magnetism and spin fluctuations inBaFe2As2: A neutron scattering study,"K Matan, R Morinaga, K Iida, T J Sato"
10.1103/physrevb.79.054528,Nature of the nodal kink in angle-resolved photoemission spectra of cuprate superconductors,"H S Ruiz, A Badía-Majós"
10.1103/physrevb.79.060402,Two-dimensional magnetism in the pnictide superconductor parent material SrFeAsF probed by muon-spin relaxation,"P J Baker, I Franke, T Lancaster, S J Blundell, L Kerslake, S J Clarke"
10.1103/physrevb.79.064503,Raman scattering from theCaC6superconductor in the presence of disorder,"A Mialitsin, J S Kim, R K Kremer, G Blumberg"
10.1103/physrevb.79.064511,"Ab initiolattice dynamics simulations and inelastic neutron scattering spectra for studying phonons inBaFe2As2: Effect of structural phase transition, structural relaxation, and magnetic ordering","Mohamed Zbiri, Helmut Schober, Mark R Johnson, Stephane Rols, Ranjan Mittal, Yixi Su, Marriane Rotter, Dirk Johrendt"
10.1103/physrevb.79.064516,"Theoretical investigation of magnetic order inRFeAsO(R=Ce,Pr)","H M Alyahyaei, R A Jishi"
10.1103/physrevb.79.064517,Band renormalization and Fermi surface reconstruction in iron-based superconductors,"Shun-Li Yu, Jing Kang, Jian-Xin Li"
10.1103/physrevb.79.064520,Lower critical fields of superconductingPrFeAsO1−ysingle crystals,"R Okazaki, M Konczykowski, C J Van Der Beek, T Kato, K Hashimoto, M Shimozawa, H Shishido, M Yamashita, M Ishikado, H Kito, A Iyo, H Eisaki, S Shamoto, T Shibauchi, Y Matsuda"
10.1103/physrevb.79.064523,Mott insulator phases and first-order melting inBi2Sr2CaCu2O8+δcrystals with periodic surface holes,"S Goldberg, Y Segev, Y Myasoedov, I Gutman, N Avraham, M Rappaport, E Zeldov, T Tamegai, C W Hicks, K A Moler"
10.1103/physrevb.79.075115,Phase transition and anomalous electronic behavior in the layered superconductor CuS probed by NQR,"R R Gainov, A V Dooglav, I N Pen’kov, I R Mukhamedshin, N N Mozgova, I A Evlampiev, I A Bryzgalov"
10.1103/physrevb.79.092507,Evolution of Fermi surface and normal-state gap in the chemically substituted cupratesBi2Sr2−xBixCuO6+δ,"Z-H Pan, P Richard, Y-M Xu, M Neupane, P Bishay, A V Fedorov, H Luo, L Fang, H-H Wen, Z Wang, H Ding"
10.1103/physrevb.79.094426,Suppression of spin-density-wave transition and emergence of ferromagnetic ordering ofEu2+moments inEuFe2−xNixAs2,"Zhi Ren, Xiao Lin, Qian Tao, Shuai Jiang, Zengwei Zhu, Cao Wang, Guanghan Cao, Zhu’an Xu"
10.1103/physrevb.79.094505,Anisotropic phase diagram and strong coupling effects inBa1−xKxFe2As2from specific-heat measurements,"U Welp, R Xie, A E Koshelev, W K Kwok, H Q Luo, Z S Wang, G Mu, H H Wen"
10.1103/physrevb.79.094507,"Anisotropy of the iron pnictide superconductorBa(Fe1−xCox)2As2(x=0.074, Tc=23 K)","M A Tanatar, N Ni, C Martin, R T Gordon, H Kim, V G Kogan, G D Samolyuk, S L Bud’ko, P C Canfield, R Prozorov"
10.1103/physrevb.79.094508,"Structure and anisotropic properties ofBaFe2−xNixAs2(x=0, 1, and 2) single crystals","Athena S Sefat, Michael A Mcguire, Rongying Jin, Brian C Sales, David Mandrus, Filip Ronning, E D Bauer, Yurij Mozharivskyj"
10.1103/physrevb.79.094509,Tunneling studies in a homogeneously disordereds-wave superconductor: NbN,"S P Chockalingam, Madhavi Chand, Anand Kamlapure, John Jesudasan, Archana Mishra, Vikram Tripathi, Pratap Raychaudhuri"
10.1103/physrevb.79.094512,Lifting of nodes by disorder in extended-s-state superconductors: Application to ferropnictides,"V Mishra, G Boyd, S Graser, T Maier, P J Hirschfeld, D J Scalapino"
10.1103/physrevb.79.094515,Influence of theNd 4fstates on the magnetic behavior and the electric field gradient of the oxypnictides superconductorsNdFeAsO1−xFx,"P Jeglič, J.-W G Bos, A Zorko, M Brunelli, K Koch, H Rosner, S Margadonna, D Arčon"
10.1103/physrevb.79.094521,Bulk superconductivity at 14 K in single crystals ofFe1+yTexSe1−x,"B C Sales, A S Sefat, M A Mcguire, R Y Jin, D Mandrus, Y Mozharivskyj"
